country_code,region,year,gdp_per_capita,population,bank_capital_assets_ratio,domestic_credit_private_gdp,exports_gdp,fdi_net_inflows_gdp,gdp_growth_annual,gdp_per_capita_constant,gdp_per_capita_growth,gdp_ppp_constant,government_debt_gdp,government_expenditure_gdp,gross_investment_gdp,gross_savings_gdp,imports_gdp,internet_users_pct,market_cap_gdp,patent_applications_residents,population_growth,private_investment_gdp,real_interest_rate,research_development_gdp,tariff_rate_applied_weighted,tax_revenue_gdp,tertiary_education_enrollment,trade_gdp,unemployment_total,urban_population_pct,country_name
COL,Latin America,2004,9211.279112500377,40898.58,,45.2342444156972,16.7707514248023,2.66083488771203,5.33302206759905,4311.91591255233,3.79715867736165,482230573793.389,,,19.4409966142669,16.8283644027065,19.0926755089972,9.12,,76.0,1.46883725533231,,7.27050966250741,0.169640004634857,9.77,,29.5034599304199,35.8634269337995,13.717,75.62,Colombia
COL,Latin America,2005,9524.722706754064,41374.02,8.59408808192789,49.8249068753401,16.9710437391629,7.02979401438226,4.82876110773741,4457.27537460443,3.37111077766936,505516336190.343,,,21.6562413080915,18.4240690966926,20.4516537557921,11.0,34.6844960912747,99.0,1.4002642115634,,9.36261382966903,0.165570005774498,9.62,,32.253978729248,37.422697494955,11.062,76.024,Colombia
COL,Latin America,2006,10039.683117326103,41862.26,8.72687533685099,51.994226729235,17.7285877506525,4.17238510059526,6.71686869844402,4694.03442939175,5.31174394421016,539471204741.433,,,22.9389629039528,19.0107722890368,21.9127682099768,15.3,34.7384214865918,142.0,1.32542990992624,,6.6972959736936,0.164269998669624,8.75,,34.3662109375,39.6413559606293,11.091,76.423,Colombia
COL,Latin America,2007,10602.304878412586,42323.94,9.39470293807273,52.884363308784,16.4331421263646,4.30867680626701,6.73819469090975,4947.25260813108,5.39446786231066,575821824818.307,,,23.4542806868515,18.638649868679,20.6657549719257,21.8,49.4380919154691,128.0,1.26689099629201,,9.67644438040683,0.183070003986359,8.82,,35.4785308837891,37.0988970982903,11.204,76.816,Colombia
COL,Latin America,2008,10846.737686887882,42781.41,9.04002871348989,55.8878014493466,18.1095951350739,4.35627834630067,3.28344618616541,5048.57187245249,2.04799051810861,594728624564.412,65.2450803056946,24.5684126038182,23.7209214485662,19.5682086075973,21.0580542813616,25.6,36.1710097864041,126.0,1.20339154806457,,8.82101697806755,0.195409998297691,8.72,13.0315110144915,37.9448013305664,39.1676494164355,11.273,77.204,Colombia
COL,Latin America,2009,10894.102287540152,43264.38,9.80457832415508,62.387142973882,16.4244956875755,3.45627065154006,1.13964864548062,5046.97121757727,-0.0317051022677077,601506441278.546,68.9990033374936,24.7300721329255,21.9875830884376,18.6699966386017,18.731632819883,30.0,60.4468224320426,128.0,1.16491370094378,,8.594547353573,0.193509995937347,8.23,12.6752273841946,39.5088005065918,35.1561285074585,12.066,77.587,Colombia
COL,Latin America,2010,11191.68640656952,43770.9,9.79384919063988,66.0933510645864,16.3408447597691,2.24433595561185,4.49465897070922,5214.24547620131,3.31434936742798,628542104500.866,72.4526699261111,25.4043842590891,21.8887622688674,18.4559135277445,17.923758408999,36.5,72.7758488044793,133.0,1.13596836363633,,5.3722240266131,0.193580001592636,9.02,12.1421652023674,41.529670715332,34.2646031687681,11.153,77.964,Colombia
COL,Latin America,2011,11788.0,44224.91,10.233535978431,65.2353371973411,19.2765050733171,4.37269536127325,6.94789198173555,5517.1011086899,5.80823503363762,672212530981.313,62.8601328222053,24.2247402762094,22.9955914400596,19.3455564254972,20.1939184812196,40.4,60.0942928506047,183.0,1.07133727666266,,4.54296484242238,0.198420003056526,5.51,14.5758811869672,45.2873306274414,39.4704235545367,10.288,78.335,Colombia
COL,Latin America,2012,12129.80917304497,44660.44,10.4630169388251,69.3380630828207,18.8112052836654,4.05728041313345,3.91263576716115,5675.75617978305,2.87569627540904,698513758899.827,65.227695883164,25.0329863002189,22.1046440622529,18.3713284261771,20.0239457350035,49.0,70.7061026238885,213.0,1.00290782655336,,8.65535095377731,0.221159994602203,4.43,13.2269907142761,47.4669914245605,38.835151018669,9.959,78.701,Colombia
COL,Latin America,2013,12633.481540068433,45081.37,8.96216006550681,69.4672289525034,18.0864397214368,4.24252457969381,5.13399351995672,5910.80592301166,4.14129387844136,734375410017.75,67.1029119456429,33.2851931387088,22.1825448506007,18.1897993478304,19.9002090764088,51.7,53.0480485677286,251.0,0.948709328751527,,8.90797441037777,0.257609993219376,4.51,14.0221143464507,50.7474899291992,37.9866487978457,9.246,79.061,Colombia
